block_definition,subject_id,experiment_id,session_id,run_id,original_block_id,segment_id,shuffled_block_id,stable_block_number,shuffle_seed,n_trials_before,n_trials_after,order_changed,prior_std_unique_count,prior_mean_unique_count
subject_id + session_id + run_id; then split at missing response,6,12,1,4,s06_session001_run004,s06_session001_run004_segment01,s06_session001_run004_segment01,174,20260891,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,1,5,s06_session001_run005,s06_session001_run005_segment01,s06_session001_run005_segment01,175,20260892,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,2,6,s06_session002_run006,s06_session002_run006_segment01,s06_session002_run006_segment01,176,20260893,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,2,7,s06_session002_run007,s06_session002_run007_segment01,s06_session002_run007_segment01,177,20260894,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,2,8,s06_session002_run008,s06_session002_run008_segment01,s06_session002_run008_segment01,178,20260895,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,2,9,s06_session002_run009,s06_session002_run009_segment01,s06_session002_run009_segment01,179,20260896,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,2,10,s06_session002_run010,s06_session002_run010_segment01,s06_session002_run010_segment01,180,20260897,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,3,11,s06_session003_run011,s06_session003_run011_segment01,s06_session003_run011_segment01,181,20260898,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,3,12,s06_session003_run012,s06_session003_run012_segment01,s06_session003_run012_segment01,182,20260899,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,3,13,s06_session003_run013,s06_session003_run013_segment01,s06_session003_run013_segment01,183,20260900,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,3,14,s06_session003_run014,s06_session003_run014_segment01,s06_session003_run014_segment01,184,20260901,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,3,15,s06_session003_run015,s06_session003_run015_segment01,s06_session003_run015_segment01,185,20260902,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,4,16,s06_session004_run016,s06_session004_run016_segment01,s06_session004_run016_segment01,186,20260903,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,4,17,s06_session004_run017,s06_session004_run017_segment01,s06_session004_run017_segment01,187,20260904,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,4,18,s06_session004_run018,s06_session004_run018_segment01,s06_session004_run018_segment01,188,20260905,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,4,19,s06_session004_run019,s06_session004_run019_segment01,s06_session004_run019_segment01,189,20260906,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,4,20,s06_session004_run020,s06_session004_run020_segment01,s06_session004_run020_segment01,190,20260907,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,5,21,s06_session005_run021,s06_session005_run021_segment01,s06_session005_run021_segment01,191,20260908,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,5,22,s06_session005_run022,s06_session005_run022_segment01,s06_session005_run022_segment01,192,20260909,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,5,23,s06_session005_run023,s06_session005_run023_segment01,s06_session005_run023_segment01,193,20260910,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,5,24,s06_session005_run024,s06_session005_run024_segment01,s06_session005_run024_segment01,194,20260911,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,5,25,s06_session005_run025,s06_session005_run025_segment01,s06_session005_run025_segment01,195,20260912,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,6,26,s06_session006_run026,s06_session006_run026_segment01,s06_session006_run026_segment01,196,20260913,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,6,27,s06_session006_run027,s06_session006_run027_segment01,s06_session006_run027_segment01,197,20260914,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,6,28,s06_session006_run028,s06_session006_run028_segment01,s06_session006_run028_segment01,198,20260915,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,6,29,s06_session006_run029,s06_session006_run029_segment01,s06_session006_run029_segment01,199,20260916,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,6,30,s06_session006_run030,s06_session006_run030_segment01,s06_session006_run030_segment01,200,20260917,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,7,31,s06_session007_run031,s06_session007_run031_segment01,s06_session007_run031_segment01,201,20260918,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,7,32,s06_session007_run032,s06_session007_run032_segment01,s06_session007_run032_segment01,202,20260919,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,7,33,s06_session007_run033,s06_session007_run033_segment01,s06_session007_run033_segment01,203,20260920,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,7,34,s06_session007_run034,s06_session007_run034_segment01,s06_session007_run034_segment01,204,20260921,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,6,12,7,35,s06_session007_run035,s06_session007_run035_segment01,s06_session007_run035_segment01,205,20260922,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,1,1,s07_session001_run001,s07_session001_run001_segment01,s07_session001_run001_segment01,206,20260923,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,1,2,s07_session001_run002,s07_session001_run002_segment01,s07_session001_run002_segment01,207,20260924,207,207,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,1,3,s07_session001_run003,s07_session001_run003_segment01,s07_session001_run003_segment01,208,20260925,213,213,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,1,4,s07_session001_run004,s07_session001_run004_segment01,s07_session001_run004_segment01,209,20260926,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,2,5,s07_session002_run005,s07_session002_run005_segment01,s07_session002_run005_segment01,210,20260927,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,2,6,s07_session002_run006,s07_session002_run006_segment01,s07_session002_run006_segment01,211,20260928,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,2,7,s07_session002_run007,s07_session002_run007_segment01,s07_session002_run007_segment01,212,20260929,207,207,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,2,8,s07_session002_run008,s07_session002_run008_segment01,s07_session002_run008_segment01,213,20260930,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,3,9,s07_session003_run009,s07_session003_run009_segment01,s07_session003_run009_segment01,214,20260931,213,213,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,3,10,s07_session003_run010,s07_session003_run010_segment01,s07_session003_run010_segment01,215,20260932,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,3,11,s07_session003_run011,s07_session003_run011_segment01,s07_session003_run011_segment01,216,20260933,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,11,3,12,s07_session003_run012,s07_session003_run012_segment01,s07_session003_run012_segment01,217,20260934,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,4,13,s07_session004_run013,s07_session004_run013_segment01,s07_session004_run013_segment01,218,20260935,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,4,14,s07_session004_run014,s07_session004_run014_segment01,s07_session004_run014_segment01,219,20260936,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,4,15,s07_session004_run015,s07_session004_run015_segment01,s07_session004_run015_segment01,220,20260937,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,4,16,s07_session004_run016,s07_session004_run016_segment01,s07_session004_run016_segment01,221,20260938,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,4,17,s07_session004_run017,s07_session004_run017_segment01,s07_session004_run017_segment01,222,20260939,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,5,18,s07_session005_run018,s07_session005_run018_segment01,s07_session005_run018_segment01,223,20260940,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,5,19,s07_session005_run019,s07_session005_run019_segment01,s07_session005_run019_segment01,224,20260941,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,5,20,s07_session005_run020,s07_session005_run020_segment01,s07_session005_run020_segment01,225,20260942,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,5,21,s07_session005_run021,s07_session005_run021_segment01,s07_session005_run021_segment01,226,20260943,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,5,22,s07_session005_run022,s07_session005_run022_segment01,s07_session005_run022_segment01,227,20260944,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,6,23,s07_session006_run023,s07_session006_run023_segment01,s07_session006_run023_segment01,228,20260945,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,6,24,s07_session006_run024,s07_session006_run024_segment01,s07_session006_run024_segment01,229,20260946,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,6,25,s07_session006_run025,s07_session006_run025_segment01,s07_session006_run025_segment01,230,20260947,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,6,26,s07_session006_run026,s07_session006_run026_segment01,s07_session006_run026_segment01,231,20260948,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,7,12,6,27,s07_session006_run027,s07_session006_run027_segment01,s07_session006_run027_segment01,232,20260949,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,1,1,s08_session001_run001,s08_session001_run001_segment01,s08_session001_run001_segment01,233,20260950,207,207,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,1,2,s08_session001_run002,s08_session001_run002_segment01,s08_session001_run002_segment01,234,20260951,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,1,3,s08_session001_run003,s08_session001_run003_segment01,s08_session001_run003_segment01,235,20260952,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,1,4,s08_session001_run004,s08_session001_run004_segment01,s08_session001_run004_segment01,236,20260953,213,213,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,2,5,s08_session002_run005,s08_session002_run005_segment01,s08_session002_run005_segment01,237,20260954,213,213,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,2,6,s08_session002_run006,s08_session002_run006_segment01,s08_session002_run006_segment01,238,20260955,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,2,7,s08_session002_run007,s08_session002_run007_segment01,s08_session002_run007_segment01,239,20260956,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,2,8,s08_session002_run008,s08_session002_run008_segment01,s08_session002_run008_segment01,240,20260957,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,3,9,s08_session003_run009,s08_session003_run009_segment01,s08_session003_run009_segment01,241,20260958,207,207,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,3,10,s08_session003_run010,s08_session003_run010_segment01,s08_session003_run010_segment01,242,20260959,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,3,11,s08_session003_run011,s08_session003_run011_segment01,s08_session003_run011_segment01,243,20260960,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,11,3,12,s08_session003_run012,s08_session003_run012_segment01,s08_session003_run012_segment01,244,20260961,215,215,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,4,13,s08_session004_run013,s08_session004_run013_segment01,s08_session004_run013_segment01,245,20260962,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,4,14,s08_session004_run014,s08_session004_run014_segment01,s08_session004_run014_segment01,246,20260963,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,4,15,s08_session004_run015,s08_session004_run015_segment01,s08_session004_run015_segment01,247,20260964,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,4,16,s08_session004_run016,s08_session004_run016_segment01,s08_session004_run016_segment01,248,20260965,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,4,17,s08_session004_run017,s08_session004_run017_segment01,s08_session004_run017_segment01,249,20260966,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,5,18,s08_session005_run018,s08_session005_run018_segment01,s08_session005_run018_segment01,250,20260967,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,5,19,s08_session005_run019,s08_session005_run019_segment01,s08_session005_run019_segment01,251,20260968,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,5,20,s08_session005_run020,s08_session005_run020_segment01,s08_session005_run020_segment01,252,20260969,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,5,21,s08_session005_run021,s08_session005_run021_segment01,s08_session005_run021_segment01,253,20260970,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,5,22,s08_session005_run022,s08_session005_run022_segment01,s08_session005_run022_segment01,254,20260971,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,6,23,s08_session006_run023,s08_session006_run023_segment01,s08_session006_run023_segment01,255,20260972,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,6,24,s08_session006_run024,s08_session006_run024_segment01,s08_session006_run024_segment01,256,20260973,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,6,25,s08_session006_run025,s08_session006_run025_segment01,s08_session006_run025_segment01,257,20260974,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,6,26,s08_session006_run026,s08_session006_run026_segment01,s08_session006_run026_segment01,258,20260975,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,8,12,6,27,s08_session006_run027,s08_session006_run027_segment01,s08_session006_run027_segment01,259,20260976,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,1,1,s09_session001_run001,s09_session001_run001_segment01,s09_session001_run001_segment01,260,20260977,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,1,2,s09_session001_run002,s09_session001_run002_segment01,s09_session001_run002_segment01,261,20260978,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,1,3,s09_session001_run003,s09_session001_run003_segment01,s09_session001_run003_segment01,262,20260979,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,1,4,s09_session001_run004,s09_session001_run004_segment01,s09_session001_run004_segment01,263,20260980,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,1,5,s09_session001_run005,s09_session001_run005_segment01,s09_session001_run005_segment01,264,20260981,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,2,6,s09_session002_run006,s09_session002_run006_segment01,s09_session002_run006_segment01,265,20260982,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,2,7,s09_session002_run007,s09_session002_run007_segment01,s09_session002_run007_segment01,266,20260983,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,2,8,s09_session002_run008,s09_session002_run008_segment01,s09_session002_run008_segment01,267,20260984,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,2,9,s09_session002_run009,s09_session002_run009_segment01,s09_session002_run009_segment01,268,20260985,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,2,10,s09_session002_run010,s09_session002_run010_segment01,s09_session002_run010_segment01,269,20260986,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,3,11,s09_session003_run011,s09_session003_run011_segment01,s09_session003_run011_segment01,270,20260987,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,3,12,s09_session003_run012,s09_session003_run012_segment01,s09_session003_run012_segment01,271,20260988,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,3,13,s09_session003_run013,s09_session003_run013_segment01,s09_session003_run013_segment01,272,20260989,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,3,14,s09_session003_run014,s09_session003_run014_segment01,s09_session003_run014_segment01,273,20260990,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,3,15,s09_session003_run015,s09_session003_run015_segment01,s09_session003_run015_segment01,274,20260991,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,4,16,s09_session004_run016,s09_session004_run016_segment01,s09_session004_run016_segment01,275,20260992,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,4,17,s09_session004_run017,s09_session004_run017_segment01,s09_session004_run017_segment01,276,20260993,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,4,18,s09_session004_run018,s09_session004_run018_segment01,s09_session004_run018_segment01,277,20260994,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,4,19,s09_session004_run019,s09_session004_run019_segment01,s09_session004_run019_segment01,278,20260995,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,4,20,s09_session004_run020,s09_session004_run020_segment01,s09_session004_run020_segment01,279,20260996,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,5,21,s09_session005_run021,s09_session005_run021_segment01,s09_session005_run021_segment01,280,20260997,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,5,22,s09_session005_run022,s09_session005_run022_segment01,s09_session005_run022_segment01,281,20260998,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,5,23,s09_session005_run023,s09_session005_run023_segment01,s09_session005_run023_segment01,282,20260999,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,5,24,s09_session005_run024,s09_session005_run024_segment01,s09_session005_run024_segment01,283,20261000,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,5,25,s09_session005_run025,s09_session005_run025_segment01,s09_session005_run025_segment01,284,20261001,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,6,26,s09_session006_run026,s09_session006_run026_segment01,s09_session006_run026_segment01,285,20261002,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,6,27,s09_session006_run027,s09_session006_run027_segment01,s09_session006_run027_segment01,286,20261003,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,6,28,s09_session006_run028,s09_session006_run028_segment01,s09_session006_run028_segment01,287,20261004,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,6,29,s09_session006_run029,s09_session006_run029_segment01,s09_session006_run029_segment01,288,20261005,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,6,30,s09_session006_run030,s09_session006_run030_segment01,s09_session006_run030_segment01,289,20261006,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,7,31,s09_session007_run031,s09_session007_run031_segment01,s09_session007_run031_segment01,290,20261007,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,7,32,s09_session007_run032,s09_session007_run032_segment01,s09_session007_run032_segment01,291,20261008,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,7,33,s09_session007_run033,s09_session007_run033_segment01,s09_session007_run033_segment01,292,20261009,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,7,34,s09_session007_run034,s09_session007_run034_segment01,s09_session007_run034_segment01,293,20261010,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,7,35,s09_session007_run035,s09_session007_run035_segment01,s09_session007_run035_segment01,294,20261011,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,8,36,s09_session008_run036,s09_session008_run036_segment01,s09_session008_run036_segment01,295,20261012,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,8,37,s09_session008_run037,s09_session008_run037_segment01,s09_session008_run037_segment01,296,20261013,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,8,38,s09_session008_run038,s09_session008_run038_segment01,s09_session008_run038_segment01,297,20261014,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,8,39,s09_session008_run039,s09_session008_run039_segment01,s09_session008_run039_segment01,298,20261015,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,9,12,8,40,s09_session008_run040,s09_session008_run040_segment01,s09_session008_run040_segment01,299,20261016,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,1,1,s10_session001_run001,s10_session001_run001_segment01,s10_session001_run001_segment01,300,20261017,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,1,2,s10_session001_run002,s10_session001_run002_segment01,s10_session001_run002_segment01,301,20261018,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,1,3,s10_session001_run003,s10_session001_run003_segment01,s10_session001_run003_segment01,302,20261019,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,1,4,s10_session001_run004,s10_session001_run004_segment01,s10_session001_run004_segment01,303,20261020,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,1,5,s10_session001_run005,s10_session001_run005_segment01,s10_session001_run005_segment01,304,20261021,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,2,6,s10_session002_run006,s10_session002_run006_segment01,s10_session002_run006_segment01,305,20261022,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,2,7,s10_session002_run007,s10_session002_run007_segment01,s10_session002_run007_segment01,306,20261023,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,2,8,s10_session002_run008,s10_session002_run008_segment01,s10_session002_run008_segment01,307,20261024,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,2,9,s10_session002_run009,s10_session002_run009_segment01,s10_session002_run009_segment01,308,20261025,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,2,10,s10_session002_run010,s10_session002_run010_segment01,s10_session002_run010_segment01,309,20261026,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,3,11,s10_session003_run011,s10_session003_run011_segment01,s10_session003_run011_segment01,310,20261027,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,3,13,s10_session003_run013,s10_session003_run013_segment01,s10_session003_run013_segment01,311,20261028,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,3,14,s10_session003_run014,s10_session003_run014_segment01,s10_session003_run014_segment01,312,20261029,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,3,15,s10_session003_run015,s10_session003_run015_segment01,s10_session003_run015_segment01,313,20261030,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,4,16,s10_session004_run016,s10_session004_run016_segment01,s10_session004_run016_segment01,314,20261031,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,4,17,s10_session004_run017,s10_session004_run017_segment01,s10_session004_run017_segment01,315,20261032,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,4,18,s10_session004_run018,s10_session004_run018_segment01,s10_session004_run018_segment01,316,20261033,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,4,19,s10_session004_run019,s10_session004_run019_segment01,s10_session004_run019_segment01,317,20261034,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,5,20,s10_session005_run020,s10_session005_run020_segment01,s10_session005_run020_segment01,318,20261035,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,5,21,s10_session005_run021,s10_session005_run021_segment01,s10_session005_run021_segment01,319,20261036,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,5,22,s10_session005_run022,s10_session005_run022_segment01,s10_session005_run022_segment01,320,20261037,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,5,23,s10_session005_run023,s10_session005_run023_segment01,s10_session005_run023_segment01,321,20261038,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,5,24,s10_session005_run024,s10_session005_run024_segment01,s10_session005_run024_segment01,322,20261039,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,6,25,s10_session006_run025,s10_session006_run025_segment01,s10_session006_run025_segment01,323,20261040,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,6,26,s10_session006_run026,s10_session006_run026_segment01,s10_session006_run026_segment01,324,20261041,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,6,27,s10_session006_run027,s10_session006_run027_segment01,s10_session006_run027_segment01,325,20261042,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,6,28,s10_session006_run028,s10_session006_run028_segment01,s10_session006_run028_segment01,326,20261043,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,10,12,6,29,s10_session006_run029,s10_session006_run029_segment01,s10_session006_run029_segment01,327,20261044,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,1,1,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,328,20261045,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,1,2,s11_session001_run002,s11_session001_run002_segment01,s11_session001_run002_segment01,329,20261046,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,1,3,s11_session001_run003,s11_session001_run003_segment01,s11_session001_run003_segment01,330,20261047,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,1,4,s11_session001_run004,s11_session001_run004_segment01,s11_session001_run004_segment01,331,20261048,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,1,5,s11_session001_run005,s11_session001_run005_segment01,s11_session001_run005_segment01,332,20261049,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,2,6,s11_session002_run006,s11_session002_run006_segment01,s11_session002_run006_segment01,333,20261050,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,2,7,s11_session002_run007,s11_session002_run007_segment01,s11_session002_run007_segment01,334,20261051,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,2,8,s11_session002_run008,s11_session002_run008_segment01,s11_session002_run008_segment01,335,20261052,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,2,9,s11_session002_run009,s11_session002_run009_segment01,s11_session002_run009_segment01,336,20261053,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,2,10,s11_session002_run010,s11_session002_run010_segment01,s11_session002_run010_segment01,337,20261054,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,3,11,s11_session003_run011,s11_session003_run011_segment01,s11_session003_run011_segment01,338,20261055,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,3,12,s11_session003_run012,s11_session003_run012_segment01,s11_session003_run012_segment01,339,20261056,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,3,13,s11_session003_run013,s11_session003_run013_segment01,s11_session003_run013_segment01,340,20261057,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,3,14,s11_session003_run014,s11_session003_run014_segment01,s11_session003_run014_segment01,341,20261058,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,3,15,s11_session003_run015,s11_session003_run015_segment01,s11_session003_run015_segment01,342,20261059,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,4,16,s11_session004_run016,s11_session004_run016_segment01,s11_session004_run016_segment01,343,20261060,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,4,17,s11_session004_run017,s11_session004_run017_segment01,s11_session004_run017_segment01,344,20261061,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,4,18,s11_session004_run018,s11_session004_run018_segment01,s11_session004_run018_segment01,345,20261062,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,4,19,s11_session004_run019,s11_session004_run019_segment01,s11_session004_run019_segment01,346,20261063,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,4,20,s11_session004_run020,s11_session004_run020_segment01,s11_session004_run020_segment01,347,20261064,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,5,21,s11_session005_run021,s11_session005_run021_segment01,s11_session005_run021_segment01,348,20261065,202,202,True,1,1
